title,performer,adjective,adjective_id,av_adjective,av_id
Midnight Rambler,The Rolling Stones,Sleazy,10191,sleazy,48
Live with Me,The Rolling Stones,Sleazy,10191,sleazy,48
Parasite,Kiss,Sleazy,10191,sleazy,48
No Air,Chris Brown,Slick,10192,slick,49
Scary Monsters (And Super Creeps),David Bowie,Slick,10192,slick,49
Fashion,David Bowie,Slick,10192,slick,49
Falling in Love with Love,Frank Sinatra,Slick,10192,slick,49
Nothin'' on You,B.o.B,Slick,10192,slick,49
Airplanes,B.o.B,Slick,10192,slick,49
Bad Romance,Lady Gaga,Slick,10192,slick,49
Alejandro,Lady Gaga,Slick,10192,slick,49
With You,Chris Brown,Slick,10192,slick,49
(Love Is) The Tender Trap,Frank Sinatra,Slick,10192,slick,49
Spanish Rose,Van Morrison,Slick,10192,slick,49
"The Downeaster ""Alexa""",Billy Joel,Slick,10192,slick,49
Be Without You,Mary J. Blige,Slick,10192,slick,49
Run It!,Chris Brown,Slick,10192,slick,49
Yo (Excuse Me Miss),Chris Brown,Slick,10192,slick,49
Everything,Mary J. Blige,Slick,10192,slick,49
Boys Keep Swinging,David Bowie,Slick,10192,slick,49
Nice ''n'' Easy,Frank Sinatra,Slick,10192,slick,49
Family Affair,Mary J. Blige,Slick,10192,slick,49
For the Cool in You,Babyface,Slick,10192,slick,49
When Can I See You,Babyface,Slick,10192,slick,49
Whip Appeal,Babyface,Slick,10192,slick,49
The River of Dreams,Billy Joel,Slick,10192,slick,49
South of the Border,Frank Sinatra,Slick,10192,slick,49
Let''s Get Away from It All,Frank Sinatra,Slick,10192,slick,49
On the Sunny Side of the Street,Frank Sinatra,Slick,10192,slick,49
Almost Like Being in Love,Frank Sinatra,Slick,10192,slick,49
Imagination,Frank Sinatra,Slick,10192,slick,49
Chicago,Frank Sinatra,Slick,10192,slick,49
Stardust,Frank Sinatra,Slick,10192,slick,49
If I Had You,Frank Sinatra,Slick,10192,slick,49
You''d Be So Nice to Come Home To,Frank Sinatra,Slick,10192,slick,49
I Won''t Dance,Frank Sinatra,Slick,10192,slick,49
Anything Goes,Frank Sinatra,Slick,10192,slick,49
Same Old Saturday Night,Frank Sinatra,Slick,10192,slick,49
You Do Something to Me,Frank Sinatra,Slick,10192,slick,49
I Concentrate on You,Frank Sinatra,Slick,10192,slick,49
My Blue Heaven,Frank Sinatra,Slick,10192,slick,49
It''s Only a Paper Moon,Frank Sinatra,Slick,10192,slick,49
It All Depends on You,Frank Sinatra,Slick,10192,slick,49
S''posin'',Frank Sinatra,Slick,10192,slick,49
When You''re Smiling (The Whole World Smiles with You),Frank Sinatra,Slick,10192,slick,49
What Is This Thing Called Love?,Frank Sinatra,Slick,10192,slick,49
The Song Is You,Frank Sinatra,Slick,10192,slick,49
The Lady Is a Tramp,Frank Sinatra,Slick,10192,slick,49
Jokerman,Bob Dylan,Slick,10192,slick,49
True Blue,Rod Stewart,Slick,10192,slick,49
That Old Black Magic,Frank Sinatra,Slick,10192,slick,49
Speed of Life,David Bowie,Slick,10192,slick,49
Without a Song,Frank Sinatra,Slick,10192,slick,49
Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,Smooth,10193,smooth,184
Ol'' Man River,Frank Sinatra,Smooth,10193,smooth,184
Fashion,David Bowie,Smooth,10193,smooth,184
Don''t Be Cruel,Elvis Presley,Smooth,10193,smooth,184
Nothin'' on You,B.o.B,Smooth,10193,smooth,184
Airplanes,B.o.B,Smooth,10193,smooth,184
Bad Romance,Lady Gaga,Smooth,10193,smooth,184
Alejandro,Lady Gaga,Smooth,10193,smooth,184
Madame George,Van Morrison,Smooth,10193,smooth,184
(Love Is) The Tender Trap,Frank Sinatra,Smooth,10193,smooth,184
Spanish Rose,Van Morrison,Smooth,10193,smooth,184
The Things We Did Last Summer,Frank Sinatra,Smooth,10193,smooth,184
Yo (Excuse Me Miss),Chris Brown,Smooth,10193,smooth,184
Stella by Starlight,Frank Sinatra,Smooth,10193,smooth,184
It Never Entered My Mind,Frank Sinatra,Smooth,10193,smooth,184
Mam''selle,Frank Sinatra,Smooth,10193,smooth,184
Gotta Serve Somebody,Bob Dylan,Smooth,10193,smooth,184
Simple Twist of Fate,Bob Dylan,Smooth,10193,smooth,184
I Only Have Eyes for You,Frank Sinatra,Smooth,10193,smooth,184
So What,Miles Davis,Smooth,10193,smooth,184
For the Cool in You,Babyface,Smooth,10193,smooth,184
Honesty,Billy Joel,Smooth,10193,smooth,184
(Now and Then There''s) A Fool Such as I,Elvis Presley,Smooth,10193,smooth,184
Hawaiian Wedding Song,Elvis Presley,Smooth,10193,smooth,184
(Let Me Be Your) Teddy Bear,Elvis Presley,Smooth,10193,smooth,184
London by Night,Frank Sinatra,Smooth,10193,smooth,184
On the Sunny Side of the Street,Frank Sinatra,Smooth,10193,smooth,184
Day by Day,Frank Sinatra,Smooth,10193,smooth,184
East of the Sun (And West of the Moon),Frank Sinatra,Smooth,10193,smooth,184
Come Rain or Come Shine,Frank Sinatra,Smooth,10193,smooth,184
The Blue Room,Miles Davis,Smooth,10193,smooth,184
Love Minus Zero/No Limit,Bob Dylan,Smooth,10193,smooth,184
If I Had You,Frank Sinatra,Smooth,10193,smooth,184
You''d Be So Nice to Come Home To,Frank Sinatra,Smooth,10193,smooth,184
Pennies from Heaven,Frank Sinatra,Smooth,10193,smooth,184
You Brought a New Kind of Love to Me,Frank Sinatra,Smooth,10193,smooth,184
You Do Something to Me,Frank Sinatra,Smooth,10193,smooth,184
I Concentrate on You,Frank Sinatra,Smooth,10193,smooth,184
My Blue Heaven,Frank Sinatra,Smooth,10193,smooth,184
It''s Only a Paper Moon,Frank Sinatra,Smooth,10193,smooth,184
It All Depends on You,Frank Sinatra,Smooth,10193,smooth,184
When You''re Smiling (The Whole World Smiles with You),Frank Sinatra,Smooth,10193,smooth,184
This Love of Mine,Frank Sinatra,Smooth,10193,smooth,184
I Get Along Without You Very Well,Frank Sinatra,Smooth,10193,smooth,184
Mood Indigo,Frank Sinatra,Smooth,10193,smooth,184
The Song Is You,Frank Sinatra,Smooth,10193,smooth,184
Saturday Night (Is the Loneliest Night of the Week),Frank Sinatra,Smooth,10193,smooth,184
Dancing in the Dark,Frank Sinatra,Smooth,10193,smooth,184
Autumn in New York,Frank Sinatra,Smooth,10193,smooth,184
Lean Baby,Frank Sinatra,Smooth,10193,smooth,184
It''s No Game  Pt. 1,David Bowie,Snide,10194,snide,32
Fashion,David Bowie,Snide,10194,snide,32
Undercover of the Night,The Rolling Stones,Snide,10194,snide,32
Think for Yourself,The Beatles,Snide,10194,snide,32
Happiness Is a Warm Gun,The Beatles,Snide,10194,snide,32
Hey Bulldog,The Beatles,Snide,10194,snide,32
Please Don''t Leave Me,P!nk,Snide,10194,snide,32
Tombstone Blues,Bob Dylan,Snide,10194,snide,32
Magnificent Seven,The Clash,Snide,10194,snide,32
One of My Lies,Green Day,Snide,10194,snide,32
Big Shot,Billy Joel,Snide,10194,snide,32
Movin'' Out (Anthony''s Song),Billy Joel,Snide,10194,snide,32
The Entertainer,Billy Joel,Snide,10194,snide,32
Strangelove,Depeche Mode,Snide,10194,snide,32
I Am the Fly,Wire,Snide,10194,snide,32
Walk This Way,Aerosmith,Snide,10194,snide,32
Just Lose It,Eminem,Snide,10194,snide,32
Like Toy Soldiers,Eminem,Snide,10194,snide,32
Ballad of a Thin Man,Bob Dylan,Snide,10194,snide,32
Like a Rolling Stone,Bob Dylan,Snide,10194,snide,32
Cry a While,Bob Dylan,Snide,10194,snide,32
It''s Only Rock ''N Roll (But I Like It),The Rolling Stones,Snide,10194,snide,32
Boys Keep Swinging,David Bowie,Snide,10194,snide,32
Without Me,Eminem,Snide,10194,snide,32
Cleanin'' Out My Closet,Eminem,Snide,10194,snide,32
Smells Like Teen Spirit,Nirvana,Snide,10194,snide,32
Like a Rolling Stone,Bob Dylan,Snide,10194,snide,32
Maggie''s Farm,Bob Dylan,Snide,10194,snide,32
Dumb Blonde,Dolly Parton,Snide,10194,snide,32
I Don''t Wanna Go on With You Like That,Elton John,Snide,10194,snide,32
Cigarettes & Alcohol,Oasis,Snide,10194,snide,32
I Want to Be Alone,Green Day,Snide,10194,snide,32
I Was There,Green Day,Snide,10194,snide,32
Bullet With Butterfly Wings,The Smashing Pumpkins,Snide,10194,snide,32
Zero,The Smashing Pumpkins,Snide,10194,snide,32
Oliver''s Army,Elvis Costello,Snide,10194,snide,32
Warning,Green Day,Snide,10194,snide,32
I''m Bored,Iggy Pop,Snide,10194,snide,32
The Crusher,Ramones,Snide,10194,snide,32
Somebody Put Something in My Drink,Ramones,Snide,10194,snide,32
Wart Hog,Ramones,Snide,10194,snide,32
Heart of Stone,The Rolling Stones,Snide,10194,snide,32
If You Want Blood (You''ve Got It),AC/DC,Snide,10194,snide,32
Girls Got Rhythm,AC/DC,Snide,10194,snide,32
My Name Is,Eminem,Snide,10194,snide,32
I''m the Man,Joe Jackson,Snide,10194,snide,32
Neighborhood Bully,Bob Dylan,Snide,10194,snide,32
Pump It Up,Elvis Costello,Snide,10194,snide,32
Los Angelenos,Billy Joel,Snide,10194,snide,32
Mr. Cab Driver,Lenny Kravitz,Snide,10194,snide,32
My Love,Paul McCartney,Soft/Quiet,10195,quiet,185
Tell Me Why,Elvis Presley,Soft/Quiet,10195,quiet,185
Ol'' Man River,Frank Sinatra,Soft/Quiet,10195,quiet,185
Let It Be Me,Willie Nelson,Soft/Quiet,10195,quiet,185
Beside You,Van Morrison,Soft/Quiet,10195,quiet,185
With You,Chris Brown,Soft/Quiet,10195,quiet,185
Only Mama Knows,Paul McCartney,Soft/Quiet,10195,quiet,185
A Woman''s Worth,Alicia Keys,Soft/Quiet,10195,quiet,185
Everything,Mary J. Blige,Soft/Quiet,10195,quiet,185
Day Dreaming,Aretha Franklin,Soft/Quiet,10195,quiet,185
It Never Entered My Mind,Frank Sinatra,Soft/Quiet,10195,quiet,185
Mam''selle,Frank Sinatra,Soft/Quiet,10195,quiet,185
It Is No Secret (What God Can Do),Elvis Presley,Soft/Quiet,10195,quiet,185
Don''t Cry Daddy,Elvis Presley,Soft/Quiet,10195,quiet,185
Gotta Serve Somebody,Bob Dylan,Soft/Quiet,10195,quiet,185
Simple Twist of Fate,Bob Dylan,Soft/Quiet,10195,quiet,185
Pretty Paper,Willie Nelson,Soft/Quiet,10195,quiet,185
Sophisticated Lady,Duke Ellington,Soft/Quiet,10195,quiet,185
Mood Indigo,Duke Ellington,Soft/Quiet,10195,quiet,185
Honesty,Billy Joel,Soft/Quiet,10195,quiet,185
Something He Can Feel,Aretha Franklin,Soft/Quiet,10195,quiet,185
Bluebird,Paul McCartney,Soft/Quiet,10195,quiet,185
Morningside,Neil Diamond,Soft/Quiet,10195,quiet,185
Stones,Neil Diamond,Soft/Quiet,10195,quiet,185
That''s When Your Heartaches Begin,Elvis Presley,Soft/Quiet,10195,quiet,185
Caroline No,The Beach Boys,Soft/Quiet,10195,quiet,185
From a Distance,Bette Midler,Soft/Quiet,10195,quiet,185
Welcome to My World,Elvis Presley,Soft/Quiet,10195,quiet,185
Hawaiian Wedding Song,Elvis Presley,Soft/Quiet,10195,quiet,185
London by Night,Frank Sinatra,Soft/Quiet,10195,quiet,185
Angel,Aretha Franklin,Soft/Quiet,10195,quiet,185
One for My Baby (And One More for the Road),Frank Sinatra,Soft/Quiet,10195,quiet,185
Moonlight in Vermont,Frank Sinatra,Soft/Quiet,10195,quiet,185
Come Rain or Come Shine,Frank Sinatra,Soft/Quiet,10195,quiet,185
Mood Indigo,Duke Ellington,Soft/Quiet,10195,quiet,185
Shelter from the Storm,Bob Dylan,Soft/Quiet,10195,quiet,185
If You See Her  Say Hello,Bob Dylan,Soft/Quiet,10195,quiet,185
She''s Got a Way,Billy Joel,Soft/Quiet,10195,quiet,185
Against All Odds (Take a Look at Me Now),Phil Collins,Soft/Quiet,10195,quiet,185
I''ll Be Your Baby Tonight,Bob Dylan,Soft/Quiet,10195,quiet,185
Down Along the Cove,Bob Dylan,Soft/Quiet,10195,quiet,185
Dear Landlord,Bob Dylan,Soft/Quiet,10195,quiet,185
This Love of Mine,Frank Sinatra,Soft/Quiet,10195,quiet,185
Dancing on the Ceiling,Frank Sinatra,Soft/Quiet,10195,quiet,185
What Is This Thing Called Love?,Frank Sinatra,Soft/Quiet,10195,quiet,185
When Your Lover Has Gone,Frank Sinatra,Soft/Quiet,10195,quiet,185
I Get Along Without You Very Well,Frank Sinatra,Soft/Quiet,10195,quiet,185
Angel Eyes,Frank Sinatra,Soft/Quiet,10195,quiet,185
Here''s That Rainy Day,Frank Sinatra,Soft/Quiet,10195,quiet,185
Stormy Weather,Frank Sinatra,Soft/Quiet,10195,quiet,185
The Kids,Lou Reed,Somber,10196,Sad,12
No Reply,The Beatles,Somber,10196,Sad,12
Wrong,Depeche Mode,Somber,10196,Sad,12
In the Good Old Days (When Times Were Bad),Dolly Parton,Somber,10196,Sad,12
Little 15,Depeche Mode,Somber,10196,Sad,12
Heroes,David Bowie,Somber,10196,Sad,12
While the Music Plays On,Tony Bennett,Somber,10196,Sad,12
The Wreck of the Old 97,Johnny Cash,Somber,10196,Sad,12
It Never Entered My Mind,Frank Sinatra,Somber,10196,Sad,12
Dance with My Father,Luther Vandross,Somber,10196,Sad,12
Family Bible,George Jones,Somber,10196,Sad,12
A Hard Rain''s A-Gonna Fall,Bob Dylan,Somber,10196,Sad,12
Five Feet High and Rising,Johnny Cash,Somber,10196,Sad,12
Don''t Take Your Guns to Town,Johnny Cash,Somber,10196,Sad,12
Wreck of the Old ''97,Johnny Cash,Somber,10196,Sad,12
Morning Dew,Robert Plant,Somber,10196,Sad,12
Man in the Long Black Coat,Bob Dylan,Somber,10196,Sad,12
Hey Joe,Jimi Hendrix,Somber,10196,Sad,12
The River,Bruce Springsteen,Somber,10196,Sad,12
Bell Bottom Blues,Eric Clapton,Somber,10196,Sad,12
No Excuses,Alice in Chains,Somber,10196,Sad,12
911,Mary J. Blige,Somber,10196,Sad,12
Peace in the Valley,Johnny Cash,Somber,10196,Sad,12
Lotus Blossom,Duke Ellington,Somber,10196,Sad,12
Neither One of Us (Wants to Be the First to Say Goodbye),Gladys Knight & the Pips,Somber,10196,Sad,12
Nothingman,Pearl Jam,Somber,10196,Sad,12
Save a Prayer,Duran Duran,Somber,10196,Sad,12
One for My Baby (And One More for the Road),Frank Sinatra,Somber,10196,Sad,12
Never Had a Dream Come True,Stevie Wonder,Somber,10196,Sad,12
My Hometown,Bruce Springsteen,Somber,10196,Sad,12
I''m on Fire,Bruce Springsteen,Somber,10196,Sad,12
I Believe I Can Fly,R. Kelly,Somber,10196,Sad,12
Pastime Paradise,Stevie Wonder,Somber,10196,Sad,12
Rooster,Alice in Chains,Somber,10196,Sad,12
Oh  Sister,Bob Dylan,Somber,10196,Sad,12
What Is This Thing Called Love?,Frank Sinatra,Somber,10196,Sad,12
When Your Lover Has Gone,Frank Sinatra,Somber,10196,Sad,12
September Song,Frank Sinatra,Somber,10196,Sad,12
Gasoline Alley,Rod Stewart,Somber,10196,Sad,12
Not Dark Yet,Bob Dylan,Somber,10196,Sad,12
Blasphemous Rumours,Depeche Mode,Somber,10196,Sad,12
A Question of Lust,Depeche Mode,Somber,10196,Sad,12
The Last Thing on My Mind,Neil Diamond,Somber,10196,Sad,12
Warszawa,David Bowie,Somber,10196,Sad,12
Pancho and Lefty,Merle Haggard,Somber,10196,Sad,12
Slow Down Old World,Willie Nelson,Somber,10196,Sad,12
She''s Not for You,Willie Nelson,Somber,10196,Sad,12
Sometimes You Just Can''t Win,George Jones,Somber,10196,Sad,12
The Ballad of Ira Hayes,Johnny Cash,Somber,10196,Sad,12
Perfect Kiss,New Order,Somber,10196,Sad,12
Boplicity,Miles Davis,Soothing,10197,soothing,176
Darn That Dream,Miles Davis,Soothing,10197,soothing,176
Moon Dreams,Miles Davis,Soothing,10197,soothing,176
With You,Chris Brown,Soothing,10197,soothing,176
An Innocent Man,Billy Joel,Soothing,10197,soothing,176
Don''t Ask Me Why,Billy Joel,Soothing,10197,soothing,176
Help Me Make It Through the Night,Willie Nelson,Soothing,10197,soothing,176
The Things We Did Last Summer,Frank Sinatra,Soothing,10197,soothing,176
Yo (Excuse Me Miss),Chris Brown,Soothing,10197,soothing,176
Stella by Starlight,Frank Sinatra,Soothing,10197,soothing,176
Any Way You Want Me (That''s How I Will Be),Elvis Presley,Soothing,10197,soothing,176
Day Dreaming,Aretha Franklin,Soothing,10197,soothing,176
All of Me,Willie Nelson,Soothing,10197,soothing,176
Blue Skies,Willie Nelson,Soothing,10197,soothing,176
It Never Entered My Mind,Frank Sinatra,Soothing,10197,soothing,176
Mam''selle,Frank Sinatra,Soothing,10197,soothing,176
Someone to Watch Over Me,Frank Sinatra,Soothing,10197,soothing,176
It Is No Secret (What God Can Do),Elvis Presley,Soothing,10197,soothing,176
Gotta Serve Somebody,Bob Dylan,Soothing,10197,soothing,176
Simple Twist of Fate,Bob Dylan,Soothing,10197,soothing,176
Forever Young,Bob Dylan,Soothing,10197,soothing,176
Honesty,Billy Joel,Soothing,10197,soothing,176
I Fall in Love Too Easily,Frank Sinatra,Soothing,10197,soothing,176
That''s When Your Heartaches Begin,Elvis Presley,Soothing,10197,soothing,176
(Now and Then There''s) A Fool Such as I,Elvis Presley,Soothing,10197,soothing,176
Blue Eyes Crying in the Rain,Willie Nelson,Soothing,10197,soothing,176
Welcome to My World,Elvis Presley,Soothing,10197,soothing,176
Hawaiian Wedding Song,Elvis Presley,Soothing,10197,soothing,176
Bridge over Troubled Water,Aretha Franklin,Soothing,10197,soothing,176
London by Night,Frank Sinatra,Soothing,10197,soothing,176
Day by Day,Frank Sinatra,Soothing,10197,soothing,176
Do Right Woman  Do Right Man,Aretha Franklin,Soothing,10197,soothing,176
Moonlight in Vermont,Frank Sinatra,Soothing,10197,soothing,176
Come Rain or Come Shine,Frank Sinatra,Soothing,10197,soothing,176
Stardust,Frank Sinatra,Soothing,10197,soothing,176
Are You Lonesome Tonight?,Elvis Presley,Soothing,10197,soothing,176
The Blue Room,Miles Davis,Soothing,10197,soothing,176
Nature Boy,Miles Davis,Soothing,10197,soothing,176
Love Minus Zero/No Limit,Bob Dylan,Soothing,10197,soothing,176
I Won''t Dance,Frank Sinatra,Soothing,10197,soothing,176
The Longest Time,Billy Joel,Soothing,10197,soothing,176
You''re My Home,Billy Joel,Soothing,10197,soothing,176
Baby Grand,Billy Joel,Soothing,10197,soothing,176
This Love of Mine,Frank Sinatra,Soothing,10197,soothing,176
Dancing on the Ceiling,Frank Sinatra,Soothing,10197,soothing,176
When Your Lover Has Gone,Frank Sinatra,Soothing,10197,soothing,176
I Get Along Without You Very Well,Frank Sinatra,Soothing,10197,soothing,176
Mood Indigo,Frank Sinatra,Soothing,10197,soothing,176
Three Coins in the Fountain,Frank Sinatra,Soothing,10197,soothing,176
All My Tomorrows,Frank Sinatra,Soothing,10197,soothing,176
Boplicity,Miles Davis,Sophisticated,10198,sophisticated,148
Darn That Dream,Miles Davis,Sophisticated,10198,sophisticated,148
Scary Monsters (And Super Creeps),David Bowie,Sophisticated,10198,sophisticated,148
Fashion,David Bowie,Sophisticated,10198,sophisticated,148
Moon Dreams,Miles Davis,Sophisticated,10198,sophisticated,148
Falling in Love with Love,Frank Sinatra,Sophisticated,10198,sophisticated,148
TVC 15,David Bowie,Sophisticated,10198,sophisticated,148
With You,Chris Brown,Sophisticated,10198,sophisticated,148
Spanish Rose,Van Morrison,Sophisticated,10198,sophisticated,148
The Birth of the Blues,Frank Sinatra,Sophisticated,10198,sophisticated,148
The Things We Did Last Summer,Frank Sinatra,Sophisticated,10198,sophisticated,148
Yo (Excuse Me Miss),Chris Brown,Sophisticated,10198,sophisticated,148
It Never Entered My Mind,Frank Sinatra,Sophisticated,10198,sophisticated,148
Mam''selle,Frank Sinatra,Sophisticated,10198,sophisticated,148
Saeta,Miles Davis,Sophisticated,10198,sophisticated,148
On Green Dolphin Street,Miles Davis,Sophisticated,10198,sophisticated,148
Someday My Prince Will Come,Miles Davis,Sophisticated,10198,sophisticated,148
I Only Have Eyes for You,Frank Sinatra,Sophisticated,10198,sophisticated,148
Theme,Miles Davis,Sophisticated,10198,sophisticated,148
Walkin'',Miles Davis,Sophisticated,10198,sophisticated,148
So What,Miles Davis,Sophisticated,10198,sophisticated,148
Boys Keep Swinging,David Bowie,Sophisticated,10198,sophisticated,148
Desolation Row,Bob Dylan,Sophisticated,10198,sophisticated,148
Look Back in Anger,David Bowie,Sophisticated,10198,sophisticated,148
For the Cool in You,Babyface,Sophisticated,10198,sophisticated,148
The Theme,Miles Davis,Sophisticated,10198,sophisticated,148
South of the Border,Frank Sinatra,Sophisticated,10198,sophisticated,148
London by Night,Frank Sinatra,Sophisticated,10198,sophisticated,148
Let''s Get Away from It All,Frank Sinatra,Sophisticated,10198,sophisticated,148
On the Sunny Side of the Street,Frank Sinatra,Sophisticated,10198,sophisticated,148
Day by Day,Frank Sinatra,Sophisticated,10198,sophisticated,148
One for My Baby (And One More for the Road),Frank Sinatra,Sophisticated,10198,sophisticated,148
Come Rain or Come Shine,Frank Sinatra,Sophisticated,10198,sophisticated,148
You''d Be So Nice to Come Home To,Frank Sinatra,Sophisticated,10198,sophisticated,148
Pennies from Heaven,Frank Sinatra,Sophisticated,10198,sophisticated,148
Seven Steps to Heaven,Miles Davis,Sophisticated,10198,sophisticated,148
You Do Something to Me,Frank Sinatra,Sophisticated,10198,sophisticated,148
My Blue Heaven,Frank Sinatra,Sophisticated,10198,sophisticated,148
It''s Only a Paper Moon,Frank Sinatra,Sophisticated,10198,sophisticated,148
It All Depends on You,Frank Sinatra,Sophisticated,10198,sophisticated,148
Mood Indigo,Frank Sinatra,Sophisticated,10198,sophisticated,148
Cheek to Cheek,Frank Sinatra,Sophisticated,10198,sophisticated,148
Dancing in the Dark,Frank Sinatra,Sophisticated,10198,sophisticated,148
Come Dance With Me,Frank Sinatra,Sophisticated,10198,sophisticated,148
Bitches Brew,Miles Davis,Sophisticated,10198,sophisticated,148
Sanctuary,Miles Davis,Sophisticated,10198,sophisticated,148
I Fall in Love Too Easily,Miles Davis,Sophisticated,10198,sophisticated,148
Miles Runs the Voodoo Down,Miles Davis,Sophisticated,10198,sophisticated,148
Autumn in New York,Frank Sinatra,Sophisticated,10198,sophisticated,148
Lean Baby,Frank Sinatra,Sophisticated,10198,sophisticated,148
Lodi Dodi,Snoop Dogg,Spacey,10199,Lethargic,9
Some Are,David Bowie,Spacey,10199,Lethargic,9
Sweet Talkin'' Woman,Electric Light Orchestra,Spacey,10199,Lethargic,9
Mr. Blue Sky,Electric Light Orchestra,Spacey,10199,Lethargic,9
Turn to Stone,Electric Light Orchestra,Spacey,10199,Lethargic,9
Frozen,Madonna,Spacey,10199,Lethargic,9
Nothing Really Matters,Madonna,Spacey,10199,Lethargic,9
The Power of Good-Bye,Madonna,Spacey,10199,Lethargic,9
Moja  Pt. 1,Miles Davis,Spacey,10199,Lethargic,9
"Nne (""""Lfe"""")  Pt. 1",Miles Davis,Spacey,10199,Lethargic,9
A Day in the Life,The Beatles,Spacey,10199,Lethargic,9
Come Together,The Beatles,Spacey,10199,Lethargic,9
Dear Prudence,The Beatles,Spacey,10199,Lethargic,9
The Fool on the Hill,The Beatles,Spacey,10199,Lethargic,9
Strawberry Fields Forever,The Beatles,Spacey,10199,Lethargic,9
Across the Universe,The Beatles,Spacey,10199,Lethargic,9
I''m Only Sleeping,The Beatles,Spacey,10199,Lethargic,9
She Said She Said,The Beatles,Spacey,10199,Lethargic,9
It''s All Too Much,The Beatles,Spacey,10199,Lethargic,9
Only a Northern Song,The Beatles,Spacey,10199,Lethargic,9
Karma Police,Radiohead,Spacey,10199,Lethargic,9
Climbing Up the Walls,Radiohead,Spacey,10199,Lethargic,9
DARE,Gorillaz,Spacey,10199,Lethargic,9
Eight Miles High,The Byrds,Spacey,10199,Lethargic,9
The Wild-Eyed Boy from Freecloud,David Bowie,Spacey,10199,Lethargic,9
Caution (Do Not Stop on Tracks),Grateful Dead,Spacey,10199,Lethargic,9
5D (Fifth Dimension),The Byrds,Spacey,10199,Lethargic,9
Set You Free This Time,The Byrds,Spacey,10199,Lethargic,9
Butterfly Caught,Massive Attack,Spacey,10199,Lethargic,9
Walking on the Moon,The Police,Spacey,10199,Lethargic,9
Lucky,Radiohead,Spacey,10199,Lethargic,9
Shine on You Crazy Diamond,Pink Floyd,Spacey,10199,Lethargic,9
American Skin (41 Shots),Bruce Springsteen,Spacey,10199,Lethargic,9
Queer,Garbage,Spacey,10199,Lethargic,9
Lonely Fire,Chick Corea,Spacey,10199,Lethargic,9
Hold on Tight,Electric Light Orchestra,Spacey,10199,Lethargic,9
Protection,Massive Attack,Spacey,10199,Lethargic,9
Yaphet,Miles Davis,Spacey,10199,Lethargic,9
Lonely Fire,Miles Davis,Spacey,10199,Lethargic,9
Go Ahead John,Miles Davis,Spacey,10199,Lethargic,9
Oxygene  Pt. 2,Jean-Michel Jarre,Spacey,10199,Lethargic,9
Spanish Key,Miles Davis,Spacey,10199,Lethargic,9
Gold Dust Woman,Fleetwood Mac,Spacey,10199,Lethargic,9
Teardrop,Massive Attack,Spacey,10199,Lethargic,9
Risingson,Massive Attack,Spacey,10199,Lethargic,9
Maiysha,Miles Davis,Spacey,10199,Lethargic,9
Prelude  Pt. 1,Miles Davis,Spacey,10199,Lethargic,9
Ife,Miles Davis,Spacey,10199,Lethargic,9
Theme from Jack Johnson,Miles Davis,Spacey,10199,Lethargic,9
Nne  Pt. 2,Miles Davis,Spacey,10199,Lethargic,9
Listen to What the Man Said,Paul McCartney,Sparkling,10200,sparkling,78
Up the Hill Backwards,David Bowie,Sparkling,10200,sparkling,78
I Wouldn''t Normally Do This Kind of Thing,Pet Shop Boys,Sparkling,10200,sparkling,78
California Gurls,Katy Perry,Sparkling,10200,sparkling,78
Nowhere Man,The Beatles,Sparkling,10200,sparkling,78
Sexy Bitch,David Guetta,Sparkling,10200,sparkling,78
When Love Takes Over,David Guetta,Sparkling,10200,sparkling,78
How Deep Is the Ocean,Frank Sinatra,Sparkling,10200,sparkling,78
Spanish Rose,Van Morrison,Sparkling,10200,sparkling,78
Erotica,Madonna,Sparkling,10200,sparkling,78
Sorry,Madonna,Sparkling,10200,sparkling,78
Sweet Surrender,Sarah McLachlan,Sparkling,10200,sparkling,78
Stupid Girls,P!nk,Sparkling,10200,sparkling,78
Say Goodbye,Chris Brown,Sparkling,10200,sparkling,78
Things Ain''t What They Used to Be,Duke Ellington,Sparkling,10200,sparkling,78
Stupid,Sarah McLachlan,Sparkling,10200,sparkling,78
You Should Be Dancing,Bee Gees,Sparkling,10200,sparkling,78
Fran-Dance,Miles Davis,Sparkling,10200,sparkling,78
Dance with My Father,Luther Vandross,Sparkling,10200,sparkling,78
Moose the Mooche,Miles Davis,Sparkling,10200,sparkling,78
I Can Hear Music,The Beach Boys,Sparkling,10200,sparkling,78
Teenage Wildlife,David Bowie,Sparkling,10200,sparkling,78
A Night in Tunisia,Miles Davis,Sparkling,10200,sparkling,78
Some Kind of Bliss,Kylie Minogue,Sparkling,10200,sparkling,78
You and Me,Alice Cooper,Sparkling,10200,sparkling,78
Now''s the Time,Miles Davis,Sparkling,10200,sparkling,78
Chicago,Count Basie,Sparkling,10200,sparkling,78
One O''Clock Jump,Duke Ellington,Sparkling,10200,sparkling,78
Lonely Town,Frank Sinatra,Sparkling,10200,sparkling,78
I Cover the Waterfront,Frank Sinatra,Sparkling,10200,sparkling,78
Veronica,Elvis Costello,Sparkling,10200,sparkling,78
Come Rain or Come Shine,Frank Sinatra,Sparkling,10200,sparkling,78
Autumn Leaves,Cannonball Adderley,Sparkling,10200,sparkling,78
